"status","contents__totalCount","contents__items__type","contents__items__id","contents__items__name","contents__items__shareUrl","contents__items__durationMs","contents__items__durationText","contents__items__discNumber","contents__items__trackNumber","contents__items__playCount","contents__items__artists__type","contents__items__artists__id","contents__items__artists__name","contents__items__artists__shareUrl","contents__items__album__type","contents__items__album__id","contents__items__album__name","contents__items__album__shareUrl","contents__items__album__artists__type","contents__items__album__artists__id","contents__items__album__artists__name","contents__items__album__artists__shareUrl","contents__items__album__cover__url","contents__items__album__cover__width","contents__items__album__cover__height","contents__items__playlist__addedAt","contents__items__playlist__addedBy"
"","","track","3IX0yuEVvDbnqUwMBB3ouC","bad idea right?","https://open.spotify.com/track/3IX0yuEVvDbnqUwMBB3ouC","184783","03:04","1","2","169009521","artist","1McMsnEElThX1knmY4oliG","Olivia Rodrigo","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG","album","1xJHno7SmdVtZAtXbdbDZp","GUTS","https://open.spotify.com/album/1xJHno7SmdVtZAtXbdbDZp","artist","1McMsnEElThX1knmY4oliG","Olivia Rodrigo","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG","https://i.scdn.co/image/ab67616d00001e02e85259a1cae29a8d91f2093d","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851e85259a1cae29a8d91f2093d","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d","640","640","",""
"","","track","4bw8mcDUSRWfQo63ZTYRnU","Según Quién","https://open.spotify.com/track/4bw8mcDUSRWfQo63ZTYRnU","142334","02:22","1","7","59731033","artist","1r4hJ1h58CWwUQe3MxPuau","Maluma","https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau","album","3Fk8yQvPlCHgwR2pNhEIRA","Don Juan","https://open.spotify.com/album/3Fk8yQvPlCHgwR2pNhEIRA","artist","1r4hJ1h58CWwUQe3MxPuau","Maluma","https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau","https://i.scdn.co/image/ab67616d00001e02d688b951a19f48941682e026","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","66ihevNkSYNzRAl44dx6jJ","Carin Leon","https://open.spotify.com/artist/66ihevNkSYNzRAl44dx6jJ","","","","","","","","","https://i.scdn.co/image/ab67616d00004851d688b951a19f48941682e026","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026","640","640","",""
"","","track","3vkCueOmm7xQDoJ17W1Pm3","My Love Mine All Mine","https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3","137773","02:17","1","7","33302347","artist","2uYWxilOVlUdk4oV9DvwqK","Mitski","https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK","album","2Cn1d2KgbkAqbZCJ1RzdkA","The Land Is Inhospitable and So Are We","https://open.spotify.com/album/2Cn1d2KgbkAqbZCJ1RzdkA","artist","2uYWxilOVlUdk4oV9DvwqK","Mitski","https://open.spotify.com/artist/2uYWxilOVlUdk4oV9DvwqK","https://i.scdn.co/image/ab67616d00001e0234f21d3047d85440dfa37f10","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000485134f21d3047d85440dfa37f10","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10","640","640","",""
"","","track","4KULAymBBJcPRpk1yO4dOG","I Remember Everything (feat. Kacey Musgraves)","https://open.spotify.com/track/4KULAymBBJcPRpk1yO4dOG","227195","03:47","1","11","97820711","artist","40ZNYROS4zLfyyBSs2PGe2","Zach Bryan","https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2","album","6PbnGueEO6LGodPfvNldYf","Zach Bryan","https://open.spotify.com/album/6PbnGueEO6LGodPfvNldYf","artist","40ZNYROS4zLfyyBSs2PGe2","Zach Bryan","https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2","https://i.scdn.co/image/ab67616d00001e02e5a25ed08d1e7e0fbb440cef","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","70kkdajctXSbqSMJbQO424","Kacey Musgraves","https://open.spotify.com/artist/70kkdajctXSbqSMJbQO424","","","","","","","","","https://i.scdn.co/image/ab67616d00004851e5a25ed08d1e7e0fbb440cef","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef","640","640","",""
"","","track","1u8c2t2Cy7UBoG4ArRcF5g","Blank Space","https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g","231826","03:51","1","2","1514020374","artist","06HL4z0CvFAxyc27GXpf02","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","album","1yGbNOtRIgdIiGHOEBaZWf","1989 (Deluxe)","https://open.spotify.com/album/1yGbNOtRIgdIiGHOEBaZWf","artist","06HL4z0CvFAxyc27GXpf02","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","https://i.scdn.co/image/ab67616d00001e0252b2a3824413eefe9e33817a","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000485152b2a3824413eefe9e33817a","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a","640","640","",""
"","","track","25OeKzcqakFPaJlXHPE5lm","Primera Cita","https://open.spotify.com/track/25OeKzcqakFPaJlXHPE5lm","186455","03:06","1","9","232720041","artist","66ihevNkSYNzRAl44dx6jJ","Carin Leon","https://open.spotify.com/artist/66ihevNkSYNzRAl44dx6jJ","album","52PtAAvfi8ZGTRK5c700y4","Colmillo De Leche","https://open.spotify.com/album/52PtAAvfi8ZGTRK5c700y4","artist","66ihevNkSYNzRAl44dx6jJ","Carin Leon","https://open.spotify.com/artist/66ihevNkSYNzRAl44dx6jJ","https://i.scdn.co/image/ab67616d00001e020e30fcf494fd711ad068d1cd","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d000048510e30fcf494fd711ad068d1cd","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd","640","640","",""
"","","track","0ug5NqcwcFR2xrfTkc7k8e","Style","https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e","231000","03:51","1","3","946521797","artist","06HL4z0CvFAxyc27GXpf02","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","album","1yGbNOtRIgdIiGHOEBaZWf","1989 (Deluxe)","https://open.spotify.com/album/1yGbNOtRIgdIiGHOEBaZWf","artist","06HL4z0CvFAxyc27GXpf02","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","https://i.scdn.co/image/ab67616d00001e0252b2a3824413eefe9e33817a","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000485152b2a3824413eefe9e33817a","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a","640","640","",""
"","","track","2LBqCSwhJGcFQeTHMVGwy3","Die For You","https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3","260253","04:20","1","17","1794007610","artist","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ","album","4AdZV63ycxFLF6Hcol0QnB","Starboy","https://open.spotify.com/album/4AdZV63ycxFLF6Hcol0QnB","artist","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ","https://i.scdn.co/image/ab67616d00001e02a048415db06a5b6fa7ec4e1a","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851a048415db06a5b6fa7ec4e1a","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a","640","640","",""
"","","track","2FDTHlrBguDzQkp7PVj16Q","Sprinter","https://open.spotify.com/track/2FDTHlrBguDzQkp7PVj16Q","229133","03:49","1","1","396579126","artist","6Ip8FS7vWT1uKkJSweANQK","Dave","https://open.spotify.com/artist/6Ip8FS7vWT1uKkJSweANQK","album","5l0QlaI3wdZpE7ggoO5Rwg","Sprinter","https://open.spotify.com/album/5l0QlaI3wdZpE7ggoO5Rwg","artist","6Ip8FS7vWT1uKkJSweANQK","Dave","https://open.spotify.com/artist/6Ip8FS7vWT1uKkJSweANQK","https://i.scdn.co/image/ab67616d00001e02e3a09a9ae3f1fa102c110e60","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","5H4yInM5zmHqpKIoMNAx4r","Central Cee","https://open.spotify.com/artist/5H4yInM5zmHqpKIoMNAx4r","","","","","artist","5H4yInM5zmHqpKIoMNAx4r","Central Cee","https://open.spotify.com/artist/5H4yInM5zmHqpKIoMNAx4r","https://i.scdn.co/image/ab67616d00004851e3a09a9ae3f1fa102c110e60","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60","640","640","",""
"","","track","2QjOHCTQ1Jl3zawyYOpxh6","Sweater Weather","https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6","240400","04:00","1","4","2409314138","artist","77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood","https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh","album","4xkM0BwLM9H2IUcbYzpcBI","I Love You.","https://open.spotify.com/album/4xkM0BwLM9H2IUcbYzpcBI","artist","77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood","https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh","https://i.scdn.co/image/ab67616d00001e028265a736a1eb838ad5a0b921","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d000048518265a736a1eb838ad5a0b921","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921","640","640","",""
"","","track","5h1BN75CEh8wdSwE1xrbSe","Slow Dancing","https://open.spotify.com/track/5h1BN75CEh8wdSwE1xrbSe","187026","03:07","1","4","88232115","artist","3JsHnjpbhX4SnySpvpa9DK","V","https://open.spotify.com/artist/3JsHnjpbhX4SnySpvpa9DK","album","7ixOAT89NSsgUITYc5ByB5","Layover","https://open.spotify.com/album/7ixOAT89NSsgUITYc5ByB5","artist","3JsHnjpbhX4SnySpvpa9DK","V","https://open.spotify.com/artist/3JsHnjpbhX4SnySpvpa9DK","https://i.scdn.co/image/ab67616d00001e028e504c5aedaae49a73ed4963","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d000048518e504c5aedaae49a73ed4963","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963","640","640","",""
"","","track","7jtQIBanIiJOMS6RyCx6jZ","Another Love","https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ","244360","04:04","1","3","1945986950","artist","2txHhyCwHjUEpJjWrEyqyX","Tom Odell","https://open.spotify.com/artist/2txHhyCwHjUEpJjWrEyqyX","album","0KGBW1MQtC2aFPCDUdAkdJ","Long Way Down","https://open.spotify.com/album/0KGBW1MQtC2aFPCDUdAkdJ","artist","2txHhyCwHjUEpJjWrEyqyX","Tom Odell","https://open.spotify.com/artist/2txHhyCwHjUEpJjWrEyqyX","https://i.scdn.co/image/ab67616d00001e021b51f809c31f0d98f67c0b7d","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d000048511b51f809c31f0d98f67c0b7d","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b2731b51f809c31f0d98f67c0b7d","640","640","",""
"","","track","6WzRpISELf3YglGAh7TXcG","Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series","https://open.spotify.com/track/6WzRpISELf3YglGAh7TXcG","215466","03:35","1","1","280865681","artist","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ","album","5O0zUvdnJr0RbWzLFneN2i","Popular (Music from the HBO Original Series)","https://open.spotify.com/album/5O0zUvdnJr0RbWzLFneN2i","artist","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ","https://i.scdn.co/image/ab67616d00001e024c8f092adc59b4bf4212389d","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","699OTQXzgjhIYAHMy9RyPD","Playboi Carti","https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD","","","","","artist","6tbjWDEIzxoDsBA1FuhfPW","Madonna","https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW","https://i.scdn.co/image/ab67616d000048514c8f092adc59b4bf4212389d","64","64","",""
"","","","","","","","","","","","artist","6tbjWDEIzxoDsBA1FuhfPW","Madonna","https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW","","","","","","","","","https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d","640","640","",""
"","","track","6XSqqQIy7Lm7SnwxS4NrGx","Classy 101","https://open.spotify.com/track/6XSqqQIy7Lm7SnwxS4NrGx","195986","03:15","1","1","511503353","artist","2LRoIwlKmHjgvigdNGBHNo","Feid","https://open.spotify.com/artist/2LRoIwlKmHjgvigdNGBHNo","album","4jtQUtS4ABgER3DnGfKJCv","Classy 101","https://open.spotify.com/album/4jtQUtS4ABgER3DnGfKJCv","artist","2LRoIwlKmHjgvigdNGBHNo","Feid","https://open.spotify.com/artist/2LRoIwlKmHjgvigdNGBHNo","https://i.scdn.co/image/ab67616d00001e0229ebee2b5fb008871fcd201a","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","3qsKSpcV3ncke3hw52JSMB","Young Miko","https://open.spotify.com/artist/3qsKSpcV3ncke3hw52JSMB","","","","","artist","3qsKSpcV3ncke3hw52JSMB","Young Miko","https://open.spotify.com/artist/3qsKSpcV3ncke3hw52JSMB","https://i.scdn.co/image/ab67616d0000485129ebee2b5fb008871fcd201a","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a","640","640","",""
"","","track","0V3wPSX9ygBnCm8psDIegu","Anti-Hero","https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu","200690","03:20","1","3","1152223713","artist","06HL4z0CvFAxyc27GXpf02","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","album","151w1FgRZfnKZA9FEcg9Z3","Midnights","https://open.spotify.com/album/151w1FgRZfnKZA9FEcg9Z3","artist","06HL4z0CvFAxyc27GXpf02","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","https://i.scdn.co/image/ab67616d00001e02bb54dde68cd23e2a268ae0f5","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5","640","640","",""
"","","track","6irysuQyZWd7Bjj7ePiOs2","Holanda","https://open.spotify.com/track/6irysuQyZWd7Bjj7ePiOs2","231693","03:51","1","1","119389528","artist","6nVcHLIgY5pE2YCl8ubca1","Jhayco","https://open.spotify.com/artist/6nVcHLIgY5pE2YCl8ubca1","album","42D6fdFJ4SLnh4jXZJrsNa","Holanda","https://open.spotify.com/album/42D6fdFJ4SLnh4jXZJrsNa","artist","6nVcHLIgY5pE2YCl8ubca1","Jhayco","https://open.spotify.com/artist/6nVcHLIgY5pE2YCl8ubca1","https://i.scdn.co/image/ab67616d00001e02cd2ceb6adaa32ecc83cec5c3","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851cd2ceb6adaa32ecc83cec5c3","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3","640","640","",""
"","","track","7DSAEUvxU8FajXtRloy8M0","Flowers","https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0","200600","03:20","1","1","1505384084","artist","5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6","album","5DvJgsMLbaR1HmAI6VhfcQ","Endless Summer Vacation","https://open.spotify.com/album/5DvJgsMLbaR1HmAI6VhfcQ","artist","5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6","https://i.scdn.co/image/ab67616d00001e02cd222052a2594be29a6616b5","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851cd222052a2594be29a6616b5","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5","640","640","",""
"","","track","5sdQOyqq2IDhvmx2lHOpwd","Super Shy","https://open.spotify.com/track/5sdQOyqq2IDhvmx2lHOpwd","154666","02:34","1","2","263511015","artist","6HvZYsbFfjnjFrWF950C9d","NewJeans","https://open.spotify.com/artist/6HvZYsbFfjnjFrWF950C9d","album","5V729UqvhwNOcMejx0m55I","NewJeans 'Super Shy'","https://open.spotify.com/album/5V729UqvhwNOcMejx0m55I","artist","6HvZYsbFfjnjFrWF950C9d","NewJeans","https://open.spotify.com/artist/6HvZYsbFfjnjFrWF950C9d","https://i.scdn.co/image/ab67616d00001e023d98a0ae7c78a3a9babaf8af","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d000048513d98a0ae7c78a3a9babaf8af","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af","640","640","",""
"","","track","6wsqVwoiVH2kde4k4KKAFU","I KNOW ?","https://open.spotify.com/track/6wsqVwoiVH2kde4k4KKAFU","211582","03:31","1","10","151877671","artist","0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY","album","18NOKLkZETa4sWwLMIm0UZ","UTOPIA","https://open.spotify.com/album/18NOKLkZETa4sWwLMIm0UZ","artist","0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY","https://i.scdn.co/image/ab67616d00001e02881d8d8378cd01099babcd44","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851881d8d8378cd01099babcd44","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44","640","640","",""
"","","track","4iZ4pt7kvcaH6Yo8UoZ4s2","Snooze","https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2","201800","03:21","1","8","522751233","artist","7tYKF4w9nC0nq9CsPZTHyP","SZA","https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP","album","07w0rG5TETcyihsEIZR3qG","SOS","https://open.spotify.com/album/07w0rG5TETcyihsEIZR3qG","artist","7tYKF4w9nC0nq9CsPZTHyP","SZA","https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP","https://i.scdn.co/image/ab67616d00001e0270dbc9f47669d120ad874ec1","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000485170dbc9f47669d120ad874ec1","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1","640","640","",""
"","","track","2gyxAWHebV7xPYVxqoi86f","get him back!","https://open.spotify.com/track/2gyxAWHebV7xPYVxqoi86f","211141","03:31","1","8","76823188","artist","1McMsnEElThX1knmY4oliG","Olivia Rodrigo","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG","album","1xJHno7SmdVtZAtXbdbDZp","GUTS","https://open.spotify.com/album/1xJHno7SmdVtZAtXbdbDZp","artist","1McMsnEElThX1knmY4oliG","Olivia Rodrigo","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG","https://i.scdn.co/image/ab67616d00001e02e85259a1cae29a8d91f2093d","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851e85259a1cae29a8d91f2093d","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d","640","640","",""
"","","track","5PUXKVVVQ74C3gl5vKy9Li","Heeriye (feat. Arijit Singh)","https://open.spotify.com/track/5PUXKVVVQ74C3gl5vKy9Li","194857","03:14","1","1","111564028","artist","74OaRjmyh0XyRZsQQQ5l7c","Jasleen Royal","https://open.spotify.com/artist/74OaRjmyh0XyRZsQQQ5l7c","album","1wt2WZBZZ9GhM0AC61l7SS","Heeriye (feat. Arijit Singh)","https://open.spotify.com/album/1wt2WZBZZ9GhM0AC61l7SS","artist","74OaRjmyh0XyRZsQQQ5l7c","Jasleen Royal","https://open.spotify.com/artist/74OaRjmyh0XyRZsQQQ5l7c","https://i.scdn.co/image/ab67616d00001e024a60872ae145776164540a7f","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","4YRxDV8wJFPHPTeXepOstw","Arijit Singh","https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw","","","","","artist","4YRxDV8wJFPHPTeXepOstw","Arijit Singh","https://open.spotify.com/artist/4YRxDV8wJFPHPTeXepOstw","https://i.scdn.co/image/ab67616d000048514a60872ae145776164540a7f","64","64","",""
"","","","","","","","","","","","artist","3NHwwyb1coYa5cLyI72xSk","Dulquer Salmaan","https://open.spotify.com/artist/3NHwwyb1coYa5cLyI72xSk","","","","","artist","3NHwwyb1coYa5cLyI72xSk","Dulquer Salmaan","https://open.spotify.com/artist/3NHwwyb1coYa5cLyI72xSk","https://i.scdn.co/image/ab67616d0000b2734a60872ae145776164540a7f","640","640","",""
"","","track","6IPwKM3fUUzlElbvKw2sKl","we fell in love in october","https://open.spotify.com/track/6IPwKM3fUUzlElbvKw2sKl","184153","03:04","1","1","782430186","artist","3uwAm6vQy7kWPS2bciKWx9","girl in red","https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9","album","7vud0sY43VTv28MbWiglDa","we fell in love in october / October Passed Me By","https://open.spotify.com/album/7vud0sY43VTv28MbWiglDa","artist","3uwAm6vQy7kWPS2bciKWx9","girl in red","https://open.spotify.com/artist/3uwAm6vQy7kWPS2bciKWx9","https://i.scdn.co/image/ab67616d00001e02d6839051c4760457e1a60b2a","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851d6839051c4760457e1a60b2a","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a","640","640","",""
"","","track","2yzshFeBIwH8tWIqHEFLeD","un x100to","https://open.spotify.com/track/2yzshFeBIwH8tWIqHEFLeD","194563","03:14","1","2","675308826","artist","6XkjpgcEsYab502Vr1bBeW","Grupo Frontera","https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW","album","5i9lMMUZ1QZNsLEE3j50kT","El Comienzo","https://open.spotify.com/album/5i9lMMUZ1QZNsLEE3j50kT","artist","6XkjpgcEsYab502Vr1bBeW","Grupo Frontera","https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW","https://i.scdn.co/image/ab67616d00001e0282ce4c7bbf861185252e82ae","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","4q3ewBCX7sLwd24euuV69X","Bad Bunny","https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X","","","","","","","","","https://i.scdn.co/image/ab67616d0000485182ce4c7bbf861185252e82ae","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae","640","640","",""
"","","track","3qQbCzHBycnDpGskqOWY0E","Ella Baila Sola","https://open.spotify.com/track/3qQbCzHBycnDpGskqOWY0E","165671","02:45","1","6","899798987","artist","0XeEobZplHxzM9QzFQWLiR","Eslabon Armado","https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR","album","5aDEezKnOqyQo0qvTFhpkM","DESVELADO","https://open.spotify.com/album/5aDEezKnOqyQo0qvTFhpkM","artist","0XeEobZplHxzM9QzFQWLiR","Eslabon Armado","https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR","https://i.scdn.co/image/ab67616d00001e02dfddf1cb31b85a6d28b7d91f","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","artist","12GqGscKJx3aE4t07u7eVZ","Peso Pluma","https://open.spotify.com/artist/12GqGscKJx3aE4t07u7eVZ","","","","","","","","","https://i.scdn.co/image/ab67616d00004851dfddf1cb31b85a6d28b7d91f","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f","640","640","",""
"","","track","5PyDJG7SQRgWXefgexqIge","Agora Hills","https://open.spotify.com/track/5PyDJG7SQRgWXefgexqIge","265360","04:25","1","9","24556342","artist","5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5","album","1bBez9PNvkJPW08bU7NYta","Scarlet","https://open.spotify.com/album/1bBez9PNvkJPW08bU7NYta","artist","5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5","https://i.scdn.co/image/ab67616d00001e02a840032f14ab22da396e43cb","300","300","2023-10-03T10:49:24Z","null"
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d00004851a840032f14ab22da396e43cb","64","64","",""
"","","","","","","","","","","","","","","","","","","","","","","","https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb","640","640","",""
